,PI,NOME_COLOQUIAL,UF
1337,190046072,LUBRIFICANTE PELICULA SOLIDA,LATA
1345,190046062,OLEO LUBRIFICANTE,GALAO
1347,190013681,CHAVE DE BOCA AJUSTÁVEL (35 MM),UNIDADE
1349,190044669,ADAPTADOR FUSIVEL,UNIDADE
1351,190044153,CAPA FIAÇAO,UNIDADE
1354,190044512,OLEO LUBRIFICANTE REFRIGERANTE COMPRESSOR,BALDE
1368,190038037,TAPETE BORRACHA,METRO
1381,190036422,EXTENSÃO DE LUZ,UNIDADE
1390,190036435,"PILHA 1,5V ALCALINA TAMANHO GRANDE (D)",UNIDADE
1394,190037051,VALVULA SOLENOIDE,UNIDADE
1395,190015470,INSÍGNIA BRAÇO CINZA CB-CN,PAR
1400,190016885,ESPADA OF 90CM,UNIDADE
1404,190016808,ESPADIM,UNIDADE
1408,190023724,PROTETOR AURICULAR GRANDE,PAR
1409,190045238,CART 18.6 MM PB F,UNIDADE
1411,190041979,LUZ INDICADORA,UNIDADE
1412,190042304,CJ BSV,UNIDADE
1415,190041988,INDICADOR ANGULO,UNIDADE
1416,BR3219860,"MANILHA CURVA (1/2"") PINO ROSCADO",UNIDADE
1419,190036444,CINTO DE FERRAMENTAS REPARADOR,UNIDADE
1421,190036450,LANTERNA PORTATIL,UNIDADE
1428,190042520,SELO MECANICO,UNIDADE
1429,190036604,OLEO LUBRIFICANTE REFRIGERANTE COMPRESSOR,BALDE
1436,190036595,REVESTIMENTO POLIURETANO,BALDE
1442,190008002,BOTA BORRACHA CANO MEDIO TAM 43,PAR
1447,BR3263001,PRESILHA,UNIDADE
1448,BR3263003,PISTÃO DO COMPRESSOR,UNIDADE
1449,BR3263004,JOGO DE JUNTAS,UNIDADE
1450,190050726,OLEO LUBRIFICANTE MOTOR,TAMBOR
1488,BR3250822,RESFRIADOR DE ÓLEO LUBRIFICANTE DE MOTOR,UNIDADE
1489,BR3259936,ROSUVASTATINA CÁLCICA 20 MG COMPRIMIDO,TABLETE
1493,BR3258527,ÓLEO LUBRIFICANTE PARA MOTOR,FRASCO
1496,BR3267490,"CART 12,7X99MM SNIPER SOLID 770GR",UNIDADE
1497,BR3268420,ARROZ INTEGRAL,QUILOGRAMA
1498,BR3264489,ANODO PARA PREVENÇÃO CONTRA CORROSÃO,UNIDADE
1499,BR3263110,MODULO ELETRONICO PADRONIZADO,UNIDADE
1500,BR3268146,ROUPÃO AZUL PP,UNIDADE
1501,BR3268147,ROUPÃO AZUL P,UNIDADE
1502,BR3268148,ROUPÃO AZUL M,UNIDADE
1503,BR3268149,ROUPÃO AZUL G,UNIDADE
1504,BR3268150,ROUPÃO AZUL GG,UNIDADE
1505,BR3262196,MINIÔNIBUS RODOVIÁRIO,UNIDADE
1508,BR3262200,MODULO DE COMUNICAÇÃO CONTROLNET,UNIDADE
1509,190056309,CALÇA BEGE SOB MEDIDA,UNIDADE
1510,190056310,CALÇA FEM BEGE SOB MEDIDA,UNIDADE
1512,190041915,"ALAVANCA DE DEMOLIÇÃO (1"" X 1,5 M)",UNIDADE
1520,190032454,FLUIDO HIDRAULICO BASE PETROLEO,GALAO
1559,190056008,BATA BRANCA CHEMISIER SOB MEDIDA,UNIDADE
1562,BR3258168,FLUIDO HIDRÁULICO DE TRANSMISSÃO AUTOMÁTICA,BALDE
1566,BR3258717,REDUÇÃO CONEXÃO DUPLA FEMEA,UNIDADE
1568,BR3258718,"MISTURADOR ENTRE LINHA ESPUMA MECÂNICA (ENTRADA 1 1/2"" OU 2 1/2"")",UNIDADE
1569,BR3236212,MARRETA MANUAL OITAVADA (5 KG),UNIDADE
1577,BR3249325,TINTA ANTIFOULING,BALDE
1578,BR3249326,TINTA ANTIICRUSTANTE,BALDE
1579,190056390,CALÇA AZUL-FERR SOB MEDIDA,UNIDADE
1584,190014213,BONÉ BRANCO OF SUP 61,UNIDADE
1585,190019096,GORRO BEGE 60 (100%POL),UNIDADE
1588,BR3296046,CONJUNTO PARA REVESTIMENTO EPÓXI,CONJUNTO
1620,BR3253383,"TRANSDUTOR, PRESSÃO, FLUIDO-HIDRÁULICO",UNIDADE
1621,BR3253384,"TRANSDUTOR, PRESSÃO, FLUIDO-HIDRÁULICO",UNIDADE
1622,190031630,FLUIDO HIDRAULICO,LATA
1633,BR3261677,RELÉ MINI - 24VCC,UNIDADE
1635,BR3261678,BASE RELÉ,UNIDADE
1636,BR3261829,RELÉ MINI,UNIDADE
1638,BR3261830,RELÉ MINI,UNIDADE
1639,BR3261831,RELÉ TEMPORIZADOR,UNIDADE
1640,BR3261832,RELÉ PLUGÁVEL,UNIDADE
1641,BR3262706,DISTINTIVO DE GOLA BORDADO VERDE-MUSGO SO-ME,UNIDADE
1644,BR3261632,MODULO ELETRONICO PADRONIZADO,UNIDADE
1647,BR3261643,INVERSOR TENSÃO,UNIDADE
1648,BR3261644,DISTRIBUIDOR INTERNO ÓPTICO,BF
1650,BR3261838,INSÍGNIA GOLA BORDADA VERDE-MUSGO CMG-CA,PAR
1652,BR3261839,SOQUETE RELÉ,UNIDADE
1653,BR3261960,AMPERIMETRO - 4 A 20 MA,UNIDADE
1654,190057361,INSÍGNIA BRAÇO BEGE CB-BD,PAR
1655,190005337,"DEFENSA DE SISAL, BALÃO (CIRC. 157 CM)",UNIDADE
1658,BR3262432,"MISTURADOR ENTRE LINHA ESPUMA MECÂNICA (1.1/2"")",UNIDADE
1666,190011400,EXTINTOR DE INCÊNDIO DE PÓ QUÍMICO SECO (6 KG),UNIDADE
1674,BR3257714,SOLVENTE,LITRO
1676,BR3236256,MÁSCARA DE ESCAPE EM EMERGÊNCIA,CONJUNTO
1682,190013118,DINITRATO DE ISOSSORBIDO 5 MG COMPRIMIDOS SUBLINGUAIS,TABLETE
1691,BR3260350,INTERRUPTOR ELETRONICO,UNIDADE
1692,145477622,CLORIDRATO DE TRAMADOL 50MG CÁPSULA GELATINOSA DURA,CAPSULA
1699,190057397,"VITAMINA B12 (CIANOCOBALAMINA) SOLUÇÃO INJETÁVEL 2,5 ML (2000 MCG/ML) AMPOLA 2,5ML (IV) EQUIVALENTE À 5000 MCG.",AMPOLA
1707,190042536,LAPIS DERMATOGRAFICO VERDE,UNIDADE
1708,190042295,ALARME AUDIO,UNIDADE
1712,190056617,BUDESONIDA 32 MCG/DOSE SUSPENSÃO AQUOSA NASAL (SPRAY) - 120 DOSES,FRASCO
1728,BR3258548,ÓLEO LUBRIFICANTE PARA MOTOR,FRASCO
1753,BR2504374,SINCRONO RECEPTOR,UNIDADE
1754,BR3259789,MODULO ELETRONICO PADRONIZADO,UNIDADE
1756,190014198,BONÉ BRANCO OF GM ASP 55,UNIDADE
1758,190014324,BONÉ FEM BRANCO OF GM ASP 58,UNIDADE
1763,190014692,BONÉ FEM CINZA OF GM ASP 57,UNIDADE
1765,190019042,FACA TRINCHAR CARNE TIPO 2,UNIDADE
1766,BR3260069,DESUMIDIFICADOR,UNIDADE
1771,BR3259764,MODULO ELETRONICO PADRONIZADO,UNIDADE
1774,190020705,ESPADA OF 100CM,UNIDADE
1779,BR3239766,OLEO DIESEL RODOVIARIO,LITRO
1850,190024044,OLEO DIESEL ESPECIAL MB,LITRO
1856,190007995,ÁLCOOL EM GEL,FRASCO
1857,190042401,OLEO LUBRIFICANTE ENGRENAGEM,BALDE
1863,190017034,INSÍGNIA PUNHO 2T-CA,PAR
1865,190050953,"CAPACETE DE SEGURANÇA ABA FRONTAL, COR AZUL",UNIDADE
1874,190050955,"CAPACETE DE SEGURANÇA ABA TOTAL, COR VERDE ESCURO",UNIDADE
1879,190014154,BONÉ CINZA ALTE ESQ 59,UNIDADE
1880,190014247,BONÉ BRANCO VALTE/CALTE 60,UNIDADE
1884,190016458,"MACHADINHA COM UNHA (3.1/2"")",UNIDADE
1886,190036179,GRAXA USO INSTRUMENTOS X AERONAVE,BISNAGA
1895,190012462,CAXANGÁ 60 (100%POL),UNIDADE
1898,190046525,GRAXA USO INSTRUMENTOS X AERONAVE,LATA
1909,190019269,INDICADOR TEMPERATURA,UNIDADE
1911,190017632,CONCHA DE ALUMÍNIO DE 9CM DIÂMETRO,UNIDADE
1920,190050408,"CART 5,56X45MM FST",UNIDADE
1925,190018327,DÓLMÃ PARA SERVIR M/M 42,UNIDADE
1928,190050954,CAPACETE SEGURANCA - ABA TOTAL COR BRANCO,UNIDADE
1931,190050952,CAPACETE SEGURANÇA MICROFONE,UNIDADE
1932,190050948,CAPACETE CONTROLE AVARIA,UNIDADE
1936,190012299,BLUSA BRANCA M/M C/PASS (BOLSO RETO) 42,UNIDADE
1937,190011363,ROUPÃO AZUL INCORPORAÇÃO G,UNIDADE
1938,190024757,CIMENTO DE OXIFOSFATO DE ZINCO LIQ. C/ 10 ML,FRASCO
1944,190045218,TÊNIS EDUCAÇÃO FÍSICA 45,PAR
1948,190015569,INSÍGNIA PEITO AZUL-FERR CF-CA,UNIDADE
1949,190013614,LANTERNA ELÉTRICA TRÊS POSIÇÕES,UNIDADE
1950,190013720,FITA ISOLANTE ANTICHAMAS (750 V),ROLO
1953,190015505,INSÍGNIA BRAÇO CINZA 2SG-FR,PAR
1955,190015312,INSÍGNIA BRAÇO AZUL-FERR 1SG-AM/AT,PAR
1956,190015635,INSÍGNIA PEITO AZUL-FERR EN-2ANO,UNIDADE
1959,BR3236884,PLACA CIRCUITO IMPPRESSO,UNIDADE
1960,190050562,PROTETOR AURICULAR,UNIDADE
1963,190015632,INSÍGNIA PEITO AZUL-FERR CT-S,UNIDADE
1964,190023504,"HIPOCLORITO DE SÓDIO,  TEOR  5 A 7%, FC C/ 1000 ML (SODA CLORADA).",FRASCO
1972,190014751,BONÉ FEM BRANCO SG 54,UNIDADE
1976,190025068,"PONTEIRA PIPETA, MATERIAL POLIETILENO, TIPO USO AUTOCLAVÁVEL, CAPACIDADE CAPACIDADE MÁXIMA 200, CARACTERÍSTICAS ADICIONAIS APIROGÊNICA, COMPATÍVEL GILSON, COR AMARELA (CATMAT 364382)",PACOTE
1977,190018548,OLEO LUBRIFCANTE COMPRESSOR AR,BALDE
1990,190014760,BONÉ FEM BRANCO SO 53,UNIDADE
1992,190029252,VALVULA SOLENOIDE V28,UNIDADE
1993,190016496,OLEO LUBRIFICANTE ENGRENAGEM,BALDE
1995,190024068,GRAXA,LATA
2005,190029674,FUSIVEL CARTUCHO,UNIDADE
2166,190010547,ÓLEO LUBRIFICANTE ENGRENAGEM,BALDE
2194,190010448,PATINHO,QUILOGRAMA
2202,190010170,BISTECA  SUINA  (CARRE SUINO),QUILOGRAMA
2215,190051486,INSÍGNIA DE GORRO 2SG,UNIDADE
2217,190031619,"PETROLATO, COMPOSTO FLUIDO PROTETIVO",LITRO
2222,190027036,BIRUTA,UNIDADE
2226,BR3260510,CONECTOR PORTA FUSIVEL,UNIDADE
2229,BR3257955,EQUIPAMENTO AUTÔNOMO DE PROTEÇÃO RESPIRATÓRIA,UNIDADE
2243,190036415,IVERMECTINA 6 MG COMPRIMIDO,TABLETE
2254,190051487,INSÍGNIA DE GORRO 1SG,UNIDADE
2259,190041300,OLEO LUBRIFICANTE REFRIGERANTE COMPRESSOR,LITRO
2270,190010550,ÓLEO LUBRIFICANTE HIDRÁULICO,BALDE
2291,190051824,MEIA PARA FRIO TERMOREGULADORA P,PAR
2292,190037845,BOTA BOMBEIRO,PAR
2295,190037940,BOTA DE BOMBEIRO (TAM 43),PAR
2300,190053532,COXAO MOLE EM CUBOS IQF,QUILOGRAMA
2315,190041619,EXTINTOR DE INCÊNDIO DE CO2 (6 KG),UNIDADE
2321,190053245,CONJUNTO SEGUNDA PELE FEM VERDE-MUSGO M,CONJUNTO
2322,190053246,CONJUNTO SEGUNDA PELE FEM PRETO PP,CONJUNTO
2326,190053247,CONJUNTO SEGUNDA PELE FEM VERDE-MUSGO GG,CONJUNTO
2327,190053248,CONJUNTO SEGUNDA PELE FEM VERDE-MUSGO PP,CONJUNTO
2328,190053249,CONJUNTO SEGUNDA PELE FEM VERDE-MUSGO P,CONJUNTO
2329,190053250,CONJUNTO SEGUNDA PELE FEM PRETO GG,CONJUNTO
2332,190053251,CONJUNTO SEGUNDA PELE FEM PRETO G,CONJUNTO
2334,190053252,CONJUNTO SEGUNDA PELE FEM PRETO P,CONJUNTO
2370,190022418,OLEO LUBRIFICANTE ENGRENAGEM,LITRO
2377,190019897,COLHER AÇUCAR TIPO 1,UNIDADE
2383,190014764,BONÉ FEM BRANCO SO 57,UNIDADE
2387,190019011,CALÇA BEGE 52 (100%POL) CFN/EFOMM,UNIDADE
2393,190053627,INSÍGNIA BRAÇO JAQUETA/JAQUETÃO EN 2 ANO IM,PAR
2395,190053630,BOTA DE VÔO 37,PAR
2397,190053631,BOTA DE VÔO 36,PAR
2400,190053632,INSÍGNIA BRAÇO JAQUETA/JAQUETÃO EN 1 ANO IM,PAR
2402,190053633,GORRO BEGE 63 (100% POL),UNIDADE
2403,190014320,BONÉ FEM BRANCO OF GM ASP 54,UNIDADE
2404,190005022,BOTA BOMBEIRO TAM 37,PAR
2407,BR3236183,ESTROPO AÇO (LAÇO PORTALURIT Nº 10),UNIDADE
2408,190008178,"CART 5,56X45MM C SS-109 ELADA",UNIDADE
2409,BR3246065,TINTA ANTIFOULING,CONJUNTO
2410,BR3246066,TINTA ANTIFOULING,CONJUNTO
2411,BR3246067,SELADORA,CONJUNTO
2413,190028988,"MÁSCARA SEMIFACIAL DESCARTÁVEL DE USO PROLONGADO, PARA PROTEÇÃO CONTRA INALAÇÃO DE PATÓGENOS TRANSMITIDOS POR AEROSSÓIS E COM FILTRO CLASSE PFF2/N95. TIPO BICO DE PATO OU CONCHA, SEM VÁLVULA DE EXALAÇÃO. VEDAÇÃO PERFEITA, ANATÔMICA E CONFORTÁVEL. APO",UNIDADE
2425,190029770,TINTA ALQUIDICA VERMELHA,BALDE
2441,190054873,ÓLEO LUBRIFICANTE PARA MOTOR,FRASCO
2448,190019076,TRAVESSA OVAL RASA 250 X 180 MM TIPO 1,UNIDADE
2452,190018106,OLEO LUBRIFICANTE ENGRENAGEM,BALDE
2454,BR3249327,CONJUNTO PARA REVESTIMENTO DE BASE EPÓXI,BALDE
2455,190056408,SAIA BRANCA SOB MEDIDA,UNIDADE
2460,190056409,SAIA CINZA SOB MEDIDA,UNIDADE
2462,190056410,SAIA AZUL-MESCLA SOB MEDIDA,UNIDADE
2463,190016420,FACA DE MESA TIPO 1,DUZIA
2469,190055746,BATA BEGE M/L SOB MEDIDA,UNIDADE
2471,190055747,BATA BRANCA M/L C/ PASS SOB MEDIDA,UNIDADE
2473,BR3243552,ELEMENTO DE FILTRO DE FLUIDO,UNIDADE
2474,BR3244552,SUBCONJUNTO DO COPO,CONJUNTO
2475,BR3244553,CONE,UNIDADE
2476,BR3244554,COBERTURA TRASEIRA,UNIDADE
2477,BR3244555,UNIDADE ÓPTICA,UNIDADE
2478,BR3244556,SUBCONJUNTO DO FILTRO,CONJUNTO
2479,BR3244557,SUPORTE ESPAÇADOR,UNIDADE
2480,190054191,BERMUDA FEM CINZA 56,UNIDADE
2481,190051643,CART 37/40 C/12 PROJ BOR,UNIDADE
2483,BR3244558,SUBCONJUNTO DA LENTE CONDENSADORA,CONJUNTO
2484,BR3244559,SUBCONJUNTO DA LAMPADA,CONJUNTO
2494,190025911,"ATADURA GESSADA 20 CM X 4 M, COM GESSO IMPREGNADO EM TELA DE GAZE 100 % ALGODÃO. ACABAMENTO LATERAL COM CORTE SINUOSO PARA EVITAR DESFIAMENTO, SECAGEM RÁPIDA (ENTRE 5 E 6 MINUTOS), ENROLADA UNIFORMENTE DE FORMA CONTÍNUA E CILÍNDRICA. NÃO ESTÉRIL. EMB",UNIDADE
2495,BR3251372,CALÇA FEM AZUL-FERR SOB MEDIDA,UNIDADE
2496,BR3259044,SELO DE ÓLEO COM MOLA,UNIDADE
2498,BR3246063,TINTA ANTIFOULING,CONJUNTO
2499,190014248,BONÉ BRANCO VALTE/CALTE 61,UNIDADE
2503,190055080,"CART 5,59MM (.22) LR",UNIDADE
2504,190056385,CALÇA CINZA SOB MEDIDA,UNIDADE
2509,190056386,CAMISA BRANCA M/M C/ PASS (BOLSO RETO) SOB MEDIDA,UNIDADE
2512,190056387,CALÇA BRANCA SOB MEDIDA,UNIDADE
2515,190056388,CAMISA BEGE M/M (BOLSO RETO) SOB MEDIDA,UNIDADE
2517,190056299,CALÇA FEM AZUL-MESCLA SOB MEDIDA,UNIDADE
2520,190056300,CAMISA BRANCA M/M S/ PASS(BOLSO RETO) SOB MEDIDA,UNIDADE
2524,190056301,CAMISA AZUL-MESCLA M/L SOB MEDIDA,UNIDADE
2526,190056302,CAMISA BEGE M/L (BOLSO RETO) 7,UNIDADE
2528,190056303,CAMISA BEGE M/L (BOLSO RETO) 3,UNIDADE
2530,190056304,CAMISA BEGE M/L (BOLSO RETO) 2,UNIDADE
2532,190056305,CAMISA BEGE M/L (BOLSO RETO) 1,UNIDADE
2534,190056306,CAMISA BEGE M/L (BOLSO RETO) 5,UNIDADE
2536,190056307,CAMISA BEGE M/L (BOLSO RETO) 6,UNIDADE
2539,190056308,CALÇA FEM CINZA SOB MEDIDA,UNIDADE
2545,BR3244560,SUBCONJUNTO DO ESPELHO,CONJUNTO
2546,BR3244561,SUPORTE FIXAÇÃO,UNIDADE
2547,BR3244562,SUBCONJUNTO DO COPO,CONJUNTO
2548,BR3244563,CONE,UNIDADE
2549,BR3244564,COBERTURA TRASEIRA,UNIDADE
2550,BR3251737,PROPORCIONADOR ESPUMA 2 1/2 400LPM,UNIDADE
2551,BR3251739,MANGUEIRA FLEXIVEL COMBATE INCENDIO TIPO III 2 1/2 X 15 METROS,UNIDADE
2552,190019097,GORRO BEGE 61 (100%POL),UNIDADE
2555,190016222,CABO VAI-VEM,CONJUNTO
2557,014524435,"COLAR CERVICAL, MATERIAL POLIETILENO, TIPO DOBRÁVEL, PLANO E ADULTO, TIPO FECHAMENTO FECHAMENTO",UNIDADE
2559,190034144,"MANGUEIRA DE INCÊNDIO CAPA DUPLA (1 1/2"") STORZ",UNIDADE
2573,190053253,CONJUNTO SEGUNDA PELE FEM VERDE-MUSGO G,CONJUNTO
2574,190040279,"ESGUICHO LANÇADOR DE ESPUMA NPU (1.1/2"") ROSCA",UNIDADE
2577,190015044,CONCENTRADO LÍQUIDO PARA REFRESCO SABOR MARACUJÁ,LITRO
2584,190056389,CAMISA CINZA M/M (BOLSO RETO) SOB MEDIDA,UNIDADE
2588,190056391,CALÇA AZUL-MESCLA SOB MEDIDA,UNIDADE
2593,190056392,BLUSA BEGE M/M (BOLSO RETO) SOB MEDIDA,UNIDADE
2595,190056395,BLUSA AZUL-MESCLA M/M (BOLSO RETO) SOB MEDIDA,UNIDADE
2598,190056397,BLUSA AZUL-MESCLA  M/L SOB MEDIDA,UNIDADE
2600,190056398,BLUSA CINZA M/M (BOLSO RETO) SOB MEDIDA,UNIDADE
2603,190056399,BLUSA BEGE M/L (BOLSO RETO) 52,UNIDADE
2604,190056401,BLUSA CINZA M/L (BOLSO RETO) 36,UNIDADE
2606,190014277,BONÉ CINZA VALTE/CALTE 61,UNIDADE
2607,190015949,FUMARATO FORMOTEROL + BUDESONIDA PÓ PARA INALAÇÃO 12MCG + 400MCG/DOSE FRASCO 60 DOSES (PULMONAR),FRASCO
2612,190056411,SAIA AZUL-FERR SOB MEDIDA,UNIDADE
2615,190056412,SAIA AZUL-FERR GESTANTE SOB MEDIDA,UNIDADE
2617,BR3258274,VACUOSTATO,UNIDADE
2618,190056911,CAMISA BEGE M/L (BOLSO RETO) 4,UNIDADE
2621,190056413,BLUSA CINZA M/L (BOLSO RETO) 42,UNIDADE
2623,190056414,BLUSA CINZA M/L (BOLSO RETO) 44,UNIDADE
2625,190056415,BLUSA CINZA M/L (BOLSO RETO) 50,UNIDADE
2627,190056416,BLUSA CINZA M/L (BOLSO RETO) 46,UNIDADE
2629,190056417,BLUSA CINZA M/L (BOLSO RETO) 48,UNIDADE
2631,190056418,BLUSA CINZA M/L (BOLSO RETO) 52,UNIDADE
2633,190056419,BLUSA BRANCA M/M C/PASS (BOLSO RETO) SOB MEDIDA,UNIDADE
2635,190055753,BATA CINZA M/L SOB MEDIDA,UNIDADE
2637,190055754,BATA AZUL-FERR CHEMISIER SOB MEDIDA,UNIDADE
2640,190055755,BATA AZUL-FERR M/L OF/SO/SG SOB MEDIDA,UNIDADE
2643,190026718,"ATADURA DE ALGODÃO ORTOPEDICO, LARGURA 10 CM COMPRIMENTO MÍNIMO 1 M. DISTRIBUIÇÃO UNIFORME DE MANTAS EM 100% ALGODÃO CRÚ, COM CAMADA DE GOMA HIPOALERGÊNICA EM UMA DAS FACES. EMBALAGEM INDIVIDUAL COM DADOS DE IDENTIFICAÇÃO, PROCEDÊNCIA, DATA DE FABRIC",UNIDADE
2650,BR3245830,CALÇA CINZA 58 (100% POL),UNIDADE
2663,190014930,COLHER CHA TIPO 2,DUZIA
2673,190029031,DETECTOR DE GASES EXPLOSIVOS E OXÍMETRO,UNIDADE
2684,190056405,BLUSA CINZA M/L (BOLSO RETO) 38,UNIDADE
2686,190056406,BLUSA CINZA M/L (BOLSO RETO) 40,UNIDADE
2688,190054637,ÓLEO LUBRIFICANTE PARA MOTOR,FRASCO
2703,190056420,BLUSA BRANCA M/M S/PASS (BOLSO RETO) SOB MEDIDA,UNIDADE
2706,BR3250929,JUNTA EXPANSÃO,UNIDADE
2707,190008193,"CARTUCHO 7,62X51MM FESTIM, NÃO ELADA, CUNHETE DE MADEIRA",UNIDADE
2709,190056248,CONTRA FILE EM BIFE - IQF,QUILOGRAMA
2714,190056250,ALCATRA EM BIFE IQF,QUILOGRAMA
2720,190056298,CALÇA FEM BRANCA SOB MEDIDA,UNIDADE
2728,190051529,CART PLAST 18.6 MM C/18 PROJ ESF BOR AM-403M.,UNIDADE
2730,190023215,BERMUDA BEGE EFOMM 44,UNIDADE
2731,190048096,DISTINTIVO DE VETERANO 2T CN,UNIDADE
2732,190051513,CORTADOR DE TUBOS 2 A 4 IN,UNIDADE
2734,BR3146950,"JUNTA DE PAPELAO HIDRAULICO ESPESSURA 1,6MM",UNIDADE
2735,BR3240559,COTURNO MARROM 49,PAR
2736,131194564,"FOSFOMICINA TROMETAMOL 5,631G (EQUIVALENTE A 3G) - ENVELOPE 8G.",UNIDADE
2738,190051633,CART 30X173MM AEI (ELADA),UNIDADE
2739,190051637,DISTINTIVO AP OF CFN,UNIDADE
2746,190053184,INSÍGNIA OMBRO PLATINA EN-1ANO-IM,PAR
2749,190053185,INSÍGNIA OMBRO PLATINA EN-2ANO-IM,PAR
2752,190053186,INSÍGNIA BRAÇO CINZA 1SG-BA,PAR
2756,190018030,PA BOLO TIPO 2,UNIDADE
2759,BR3222498,EXTINTOR DE INCÊNDIO DE CO2 (6 KG),UNIDADE
2771,190028536,FLUIDO HIDRAULICO TRANSMISSÃO AUTOMATICA,LATA
2784,190056407,SAIA BEGE SOB MEDIDA,UNIDADE
2798,190002732,PAPEL FORMATO A4,RESMA
2804,190048366,BLUSA BRANCA M/L COM PASSADOR 36,UNIDADE
2806,190018237,INSÍGNIA OMBRO AGASALHO AZUL CC-CN,PAR
2807,190024341,OLEO LUBRIFICANTE ENGRENAGEM,TAMBOR
2814,190024018,SUPLEMENTO VITAMÍNICO,TABLETE
2817,190051638,DISTINTIVO CURSO AP OF CIM,UNIDADE
2822,190051639,DISTINTIVO CURSO AP OF CSM,UNIDADE
2823,190051640,CART 40X46MM C/PROJ DE ESP E CARG LAC,UNIDADE
2824,016104203,"FIO DE SUTURA, MATERIAL POLIGLACTINA, TIPO FIO 2-0, COR VIOLETA, COMPRIMENTO 70, CARACTERÍSTICAS ADICIONAIS COM AGULHA, TIPO AGULHA 1/2 CÍRCULO CILÍNDRICA, COMPRIMENTO AGULHA 4,0, ESTERILIDADE ESTÉRIL (CATMAT 282666)",UNIDADE
2826,190051775,CART 37/40MM C/PROJ IMP EXP,UNIDADE
2829,015215427,"CARTUCHO DESCARTÁVEL DE USO ÚNICO, TIPO TROPONINA I, ESTÉRIL, COM TECNOLOGIA DE MICROSENSORES, CONTENDO SOLUÇAO CALIBRADORA INTERNA COMPATÍVEL COM O APARELHO I-STAT.",UNIDADE
2831,190011372,LUVA ANTICHAMAS (BOMBEIRO),PAR
2839,190011753,GARFO MESA TIPO 2,DUZIA
2851,190052365,GORRO BRANCO CFN 63 (100% POL),UNIDADE
2853,190052367,GORRO BRANCO CFN 64 (100% POL),UNIDADE
2854,190052368,GORRO BEGE 64 (100% POL),UNIDADE
2869,190036177,GRAXA USO GERAL,BALDE
2882,190018102,OLEO LUBRIFICANTE HIDRAULICO,LITRO
2901,190017054,DETERGENTE LIQUIDO AMONIACAL PARA PISOS E PAREDES,LITRO
2902,BR3242298,VENTOINHA,UNIDADE
2903,190051422,AGENTE REDUTOR LIQUIDO NOX AUTOMOTIVO (ARLA 32),LITRO
2908,BR3240749,LUVAS PARA FRIO SEGUNDA PELE PRETA GG,PAR
2909,016037762,"SUTURA CIRÚRGICA SINTÉTICA TINGIDA ESTÉRIL NÃO ABSORVÍVEL DE POLIPROPILENO MONOFILAMENTAR 7.0,  60 CM 2 AG. 3/8 CIRC. CILÍNDRICA 0,93 CM.",UNIDADE
2910,190011669,EXTINTOR DE INCÊNDIO DE CO2 (4  KG),UNIDADE
2916,190051140,ÓLEO LUBRIFICANTE PARA MOTOR,TAMBOR
2929,190053198,GORRO PARA FRIO SEGUNDA PELE PRETO,UNIDADE
2931,BR3257514,"TIRA REAGENTE DE URINA COM NO MÍNIMO 10  PARÂMETROS, COM LEITURA DIRETA, TUBOS COM 100 UN.",TUBO
2932,190011224,SABAO LÍQUIDO TOALETE ANTISSÉPTICO,LITRO
2944,190043116,ARROZ PARBOILIZADO TIPO 1,QUILOGRAMA
2957,190041293,MACHADO DE CAV,UNIDADE
2963,190048235,CAMISA BRANCA M/L C/ PASS 1,UNIDADE
2964,190048364,CAMISA BRANCA M/L C/ PASS 6,UNIDADE
2965,190051439,LUVA DE BOMBEIRO (TAM 8),PAR
2969,BR3234182,GRAXA USO INSTRUMENTOS X AERONAVE,LATA
3014,190051141,OLEO LUBRIFICANTE MOTOR,BALDE
3027,190015107,EXTRATO TOMATE,QUILOGRAMA
3049,190010822,GRAXA USO GERAL,BALDE
3104,BR3243553,CONJUNTO MECANISMO DESCARGA,UNIDADE
3105,BR3243554,ASSENTO VALVULA,UNIDADE
3106,BR3243555,CABO DE AÇO DE PERNA ÚNICA,METRO
3108,190051441,TÊNIS EDUCAÇÃO FÍSICA 48,PAR
3112,190051443,PLAQUETA DE IDENTIFICAÇÃO DOURADA,UNIDADE
3119,190012158,COLHER MESA TIPO 2,DUZIA
3128,190031611,FLUIDO CORTE,BALDE
3130,190033206,ANEL,UNIDADE
3132,190052161,CONJUNTO SEGUNDA PELE VERDE-MUSGO G,CONJUNTO
3136,190052162,CONJUNTO SEGUNDA PELE VERDE-MUSGO P,CONJUNTO
3142,190051488,PAPEL RECICLADO FORMATO A4,RESMA
3144,BR3234371,GRAXA MANCAL ROLETE X ESFERA,BALDE
3145,190051437,LUVA DE BOMBEIRO (TAM 10),PAR
3157,190051424,CART 30X173MM EX-T (ELADA),UNIDADE
3158,190037137,BOBINA ELETRICA,UNIDADE
3159,190051040,DISTINTIVO DE INATIVO SERVIDOR CIVIL,UNIDADE
3162,BR3240743,CONJUNTO SEGUNDA PELE PRETO XG,CONJUNTO
3163,190013818,"CORTADOR MANUAL CABO ARAME (24"")",UNIDADE
3170,190010172,PERNIL SUINO SEM OSSO,QUILOGRAMA
3188,BR2914823,BICO DO MAÇARICO DE CORTE,UNIDADE
3189,190016912,FACA MANTEIGA TIPO 2,DUZIA
